id,draft_year,draft_position,height,height_inches
smithth01,2004,NA,6-8,80
smithto02,1991,51,6-3,75
smithto05,2025,NA,6-11,83
smithty02,2025,33,6-9,81
smithwi02,1977,18,6-2,74
smithzh01,2019,16,6-3,75
smitsri01,1989,2,7-4,88
smrekmi01,1986,25,7-0,84
sneedxa01,2022,NA,6-5,77
snellto01,2014,20,6-6,78
snower01,1996,43,6-3,75
snydeki01,2005,16,6-6,78
soberri01,1976,16,6-3,75
sochaje01,2023,9,6-8,80
solomwi01,2002,33,6-1,73
songada01,2003,50,6-9,81
southja01,2014,NA,6-8,80
sowpa01,2005,47,6-10,82
spaldra01,2019,56,6-10,82
spanaji01,1980,16,6-5,77
spanova01,2005,50,6-4,76
sparrro01,1981,75,6-2,74
speigma01,2009,16,6-10,82
spellom01,2019,30,6-8,80
spencan01,1993,NA,6-6,78
spencca01,2025,53,6-3,75
spencel01,1993,25,7-0,84
spencfe01,1991,6,7-0,84
spencpa01,2024,NA,6-2,74
splitti01,2008,28,6-11,83
sprewla01,1993,24,6-5,77
sprigla01,1982,81,6-7,79
sprinja01,2022,28,6-4,76
stackje01,1996,3,6-6,78
stackry01,1999,48,6-11,83
stacoke01,1974,24,6-3,75
stanlca01,2021,54,6-5,77
stanste01,1985,15,6-5,77
starkjo01,1989,NA,6-5,77
stausni01,2015,8,6-6,78
steella01,1972,37,6-5,77
steigma01,1993,52,6-7,79
stepavl01,1999,27,7-0,84
stephal01,2016,NA,6-10,82
stephdj01,2014,NA,6-5,77
stephev01,1989,31,6-2,74
stephjo01,1997,NA,6-7,79
stephla01,2011,40,6-6,78
steppbr01,1983,17,6-5,77
steveba01,1986,43,6-5,77
stevede01,2001,23,6-5,77
steveis01,2025,NA,5-11,71
stevela01,2021,NA,6-7,79
stewais01,2021,16,6-8,80
stewake01,1998,36,6-8,80
stewala01,1992,NA,6-8,80
stewami01,1998,NA,6-10,82
stiemgr01,2012,NA,6-11,83
stipast01,1984,2,6-11,83
stithbr01,1993,13,6-5,77
stivral01,1986,75,6-8,80
stockda01,2015,NA,5-11,71
stockjo01,1985,16,6-1,73
stojape01,1997,14,6-10,82
stokeed01,1994,35,7-0,84
stokegr01,1986,33,6-10,82
stokeja01,2015,35,6-9,81
stonedi01,2017,40,6-11,83
stoneju01,2012,NA,6-6,78
storeaw01,2005,NA,6-6,78
stoudam01,2003,9,6-10,82
stoudda01,1996,7,5-10,70
stoudsa01,2006,31,6-1,73
strawdj01,2008,59,6-5,77
strawju01,2024,29,6-6,78
stricer01,1997,NA,6-3,75
stricma01,1995,NA,6-9,81
stricro02,1989,19,6-3,75
stroejo01,1981,168,6-10,82
stronde01,1991,47,6-8,80
strotla01,1992,43,6-4,76
stroujo01,1981,27,6-7,79
strusma01,2020,NA,6-5,77
stuckro01,2008,15,6-5,77
suggsja01,2022,5,6-5,77
sullija01,2013,21,6-9,81
summeda01,2010,35,6-8,80
sumneed01,2018,52,6-4,76
sumptba01,1989,56,6-11,83
sundobr01,1999,35,7-2,86
sundvjo01,1984,16,6-2,74
surabo01,1996,17,6-5,77
suttlda01,1984,152,6-3,75
suttogr01,1992,49,6-2,74
swanica01,2018,26,6-9,81
sweetmi01,2004,9,6-8,80
swideco01,2023,NA,6-10,82
swiftro01,2005,12,7-0,84
swiftst01,2001,2,6-9,81
swinsaa01,1995,NA,6-5,77
swordcr01,2022,NA,6-3,75
sykeske01,2022,NA,5-11,71
sykesla01,1996,NA,6-9,81
sypa01,2011,53,6-7,79
szabobr01,1997,NA,6-11,83
szczewa02,2000,6,6-7,79
tabakza01,1992,51,7-0,84
tabusyu01,2005,NA,5-9,69
taftch01,2006,42,6-10,82
tarladr01,1996,31,6-10,82
tarplro01,1987,7,7-0,84
tateja01,2021,NA,6-4,76
tatumea01,1977,21,6-5,77
tatumja01,2018,3,6-8,80
tavarwa01,2015,43,7-3,87
tayloan01,1989,44,6-4,76
taylobr01,1973,23,6-2,74
taylodo01,2006,NA,6-6,78
taylois01,2017,NA,6-3,75
tayloja01,1990,NA,6-3,75
tayloje01,1983,42,6-4,76
tayloje02,2010,32,6-4,76
tayloje03,2013,31,6-7,79
taylojo01,1998,17,6-9,81
taylole01,1990,NA,6-8,80
tayloma01,1998,14,6-9,81
taylomi01,2009,55,6-2,74
taylote01,2022,NA,6-5,77
tayloty01,2013,41,6-3,75
taylovi01,1983,34,6-5,77
teaglte01,1983,16,6-5,77
teaguje01,2010,19,6-3,75
teaguma01,2013,29,6-2,74
teletmi01,2013,NA,6-9,81
telfase01,2005,13,6-0,72
telfoja01,2026,NA,6-7,79
templga01,2010,NA,6-5,77
teodomi01,2018,NA,6-5,77
terreja01,2019,NA,6-3,75
terryca01,1979,104,6-5,77
terryda01,2023,18,6-6,78
terryem01,2019,NA,6-9,81
terryja01,2000,10,6-2,74
terryty01,2021,31,6-2,74
teskejo01,2022,NA,7-1,85
thabeha01,2010,2,7-3,87
theisda01,2018,NA,6-8,80
theusre01,1979,9,6-6,78
thibepe01,1984,77,6-7,79
thierad01,2026,36,6-7,79
thirdda01,1983,15,6-7,79
thomaad01,2014,NA,6-7,79
thomabi01,2005,NA,6-4,76
thomabr01,2021,NA,6-5,77
thomaca01,1992,NA,6-4,76
thomaca02,2022,27,6-3,75
thomach01,1992,NA,6-3,75
thomaet01,2001,12,6-9,81
thomair01,1991,NA,6-8,80
thomais01,1982,2,6-1,73
thomais02,2012,60,5-9,69
thomaja01,2000,NA,6-6,78
thomaja02,2005,NA,6-8,80
thomaji01,1984,40,6-3,75
thomajo02,1998,25,6-9,81
thomake01,2000,22,6-7,79
thomakh01,2019,38,6-3,75
thomaku01,1996,10,6-9,81
thomala01,2012,NA,6-8,80
thomama01,2012,NA,6-9,81
thomama02,2020,NA,6-3,75
thomati01,1998,7,6-10,82
thomaty01,2007,4,6-9,81
thompam01,2024,4,6-7,79
thompau01,2024,5,6-7,79
thompbe01,1985,19,6-6,78
thompbi01,1987,19,6-7,79
thompbr01,1995,27,6-4,76
thompco01,1983,50,6-8,80
thompda01,1976,1,6-4,76
thompdi01,2006,54,6-7,79
thompho01,2014,NA,6-8,80
thompja02,2009,12,6-11,83
thompke01,1994,48,6-11,83
thompkl01,2012,11,6-5,77
thompla01,1983,5,6-10,82
thompmy01,1979,1,6-10,82
thompmy02,2012,NA,6-6,78
thomppa01,1984,50,6-6,78
thompst01,1992,NA,6-4,76
thomptr01,2012,4,6-9,81
thomptr02,2012,37,6-10,82
thorjt01,2022,37,6-9,81
thornal01,2008,14,6-8,80
thornbo01,1985,87,6-10,82
thornma01,2010,43,6-4,76
thornsi01,2018,48,6-4,76
thorpot01,1985,9,6-10,82
threase01,1984,139,6-2,74
thybuma01,2020,20,6-5,77
tillida01,1983,23,6-11,83
tilliki02,2021,NA,6-9,81
tillmxa01,2021,35,6-8,80
timmedr01,2025,NA,6-9,81
tinslja01,2002,27,6-3,75
tisdawa01,1986,2,6-9,81
tobeymi01,2017,NA,7-0,84
toddis01,2022,31,6-9,81
tolbera01,1982,18,6-9,81
tolbeto01,1989,34,6-7,79
tollian01,2009,NA,6-8,80
tomjaru01,1971,2,6-8,80
tomlina01,2025,NA,6-8,80
toneyan01,1981,8,6-3,75
toneyse01,1986,59,6-2,74
toolsan01,1991,NA,6-6,78
toonebe01,1980,37,6-9,81
toppija01,2024,NA,6-9,81
toppiob01,2021,8,6-9,81
torreos01,2002,NA,6-6,78
toscaju01,2020,NA,6-6,78
toupaax01,2016,NA,6-7,79
towerke01,1994,NA,6-11,83
towneli01,1983,33,6-7,79
townska01,2016,1,7-0,84
townsra01,1979,22,6-3,75
traorno01,2026,19,6-3,75
travelu01,2023,56,6-6,78
traylro01,1999,6,6-8,80
trentga01,1996,11,6-8,80
trentga02,2019,37,6-5,77
trepaje01,2002,36,6-4,76
trieral01,2019,NA,6-4,76
tripuke01,1982,12,6-6,78
trybace01,2003,NA,7-2,86
tsakaja01,2001,25,7-2,86
tshieos01,2024,NA,6-8,80
tskitni01,2003,5,7-0,84
tuckeal02,2008,29,6-6,78
tuckean01,1995,NA,6-8,80
tuckepj01,2007,35,6-5,77
tuckera01,2020,NA,6-3,75
tucketr01,1983,6,6-5,77
turiaro01,2006,37,6-10,82
turkcmi01,1999,18,6-9,81
turkohe01,2001,16,6-10,82
turnean01,1987,69,5-11,71
turneel01,1982,43,6-5,77
turneev01,2011,2,6-6,78
turnehe02,1990,NA,6-7,79
turneje01,1985,17,6-9,81
turnejo01,1992,20,6-8,80
turnemy01,2016,11,6-11,83
turnewa01,2000,NA,6-2,74
turpime01,1985,6,6-11,83
twardda01,1973,26,6-1,73
tylerbj01,1995,20,6-1,73
tylerje01,2012,39,6-10,82
tylerte01,1979,23,6-7,79
tysonhu01,2024,37,6-8,80
tysonja01,2025,20,6-6,78
ubileed01,2012,NA,6-6,78
udohek01,2011,6,6-10,82
udokaim01,2004,NA,6-6,78
udrihbe01,2005,28,6-3,75
ukicro01,2006,41,6-5,77
ulisty01,2017,34,5-10,70
umudest01,2023,NA,6-6,78
unselwe01,1969,2,6-7,79
upshake01,1989,NA,6-2,74
uthofja01,2017,NA,6-9,81
uzohbe01,2011,NA,6-3,75
valanjo01,2012,5,6-11,83
valenda01,1982,16,6-1,73
valende01,2017,14,6-4,76
valenro01,1981,51,6-7,79
vanbrja01,1975,20,6-7,79
vandeja01,2019,41,6-8,80
vandeki01,1981,11,6-8,80
vandelo01,1996,NA,6-8,80
vanexni01,1994,37,6-1,73
vanhoke01,1998,2,6-10,82
vanosni01,1986,32,7-1,85
vanteda01,2001,NA,6-5,77
vanvlfr01,2017,NA,6-0,72
vardara01,2002,NA,7-1,85
varejan01,2005,30,6-11,83
varnaja01,2011,41,6-9,81
vasqugr01,2011,28,6-6,78
vassede01,2021,11,6-5,77
vaughda02,1996,25,6-9,81
vaughja01,1998,27,6-1,73
vaughlo01,1991,13,6-9,81
vaughra01,2016,17,6-6,78
verhope01,1982,85,6-9,81
veselja01,2012,6,6-11,83
vetragu01,1993,NA,6-6,78
vezenal01,2018,57,6-8,80
viannjo01,1992,NA,6-9,81
villach01,2006,7,6-11,83
vincega01,2020,NA,6-2,74
vinceja01,1982,24,6-7,79
vincesa01,1986,20,6-2,74
vincima01,2007,43,6-8,80
vinsofr01,1995,NA,6-4,76
vocega01,1990,NA,6-9,81
volkoal01,1987,134,6-10,82
vonleno01,2015,9,6-10,82
voskuja01,2001,33,6-11,83
vraneda01,1982,5,6-7,79
vranesl01,2004,39,7-5,89
vrankst01,1991,NA,7-2,86
vromabr01,1979,87,7-0,84
vromaja01,2005,31,6-10,82
vucevni01,2012,16,6-9,81
vujacsa01,2005,27,6-7,79
vukcetr01,2024,42,7-0,84
wadede01,2020,NA,6-9,81
wadedw01,2004,5,6-4,76
wadema01,1988,NA,5-11,71
wafervo01,2006,39,6-5,77
wagneda02,2003,6,6-2,74
wagnefr01,2022,8,6-10,82
wagnemi01,1987,35,6-5,77
wagnemo01,2019,25,6-11,83
wainris01,2022,NA,6-5,77
waitedi01,2013,4,6-3,75
waitegr01,1984,39,6-11,83
wakefan01,1979,107,6-3,75
walkean02,1997,6,6-9,81
walkebi01,2009,47,6-6,78
walkeda01,1984,12,6-4,76
walkefo01,1975,38,6-0,72
walkeja01,2023,57,6-7,79
walkeja02,2024,8,6-7,79
walkeke01,1987,5,6-8,80
walkeke02,2012,9,6-0,72
walkelo01,2019,18,6-4,76
walkemj01,2022,NA,6-5,77
walkesa01,1997,9,6-9,81
walkewa01,1977,5,6-7,79
wallabe01,1997,NA,6-9,81
wallaca01,2024,10,6-3,75
wallage01,2002,25,6-7,79
wallajo01,1997,18,6-8,80
wallake01,2025,NA,6-3,75
wallara01,1996,4,6-11,83
wallaty01,2017,60,6-5,77
walleja01,1988,48,6-4,76
walljo01,2011,1,6-3,75
walshjo01,2024,38,6-6,78
walshma01,2006,NA,6-6,78
walteja01,2025,19,6-4,76
waltere01,1994,16,6-4,76
waltobi01,1975,1,6-11,83
waltode01,2018,NA,6-0,72
waltoll01,1977,40,6-0,72
waltolu01,2004,32,6-8,80
wanambr01,2019,NA,6-3,75
wardch01,1995,26,6-2,74
wareca01,2014,NA,5-10,70
wareke01,2025,15,7-0,84
warneja01,2018,NA,6-8,80
warretj01,2015,14,6-8,80
warrewi01,2011,54,6-4,76
warribr01,1983,25,6-5,77
warriha01,2006,19,6-9,81
washbch01,1987,3,6-11,83
washbju01,2019,NA,6-8,80
washida01,2008,NA,6-2,74
washidu01,1988,36,6-4,76
washidu02,2022,NA,6-2,74
washier01,1998,47,6-4,76
washike01,1974,5,6-8,80
washipe01,1987,13,6-2,74
washipj01,2020,12,6-7,79
washiri01,1977,3,6-11,83
washity02,2023,29,6-3,75
watanyu01,2019,NA,6-9,81
waterli01,2022,NA,6-5,77
watertr01,2020,51,5-10,70
watfotr01,2022,NA,6-8,80
watkida01,2008,NA,6-11,83
watkija01,2026,43,6-6,78
watsoan02,2025,54,6-8,80
watsocj01,2008,NA,6-2,74
watsoea01,2002,40,6-1,73
watsoja01,1995,47,6-7,79
watsopa01,2020,NA,6-6,78
watsope01,2023,30,6-8,80
waynsma01,2013,NA,6-2,74
wearda01,2015,NA,6-10,82
weartr01,2015,NA,6-9,81
weathcl01,1993,9,6-7,79
weathni01,1974,13,6-7,79
weathqu01,2020,49,6-3,75
weaveky01,2009,38,6-6,78
webbech01,1994,1,6-10,82
webbja01,2018,NA,6-9,81
webbma01,1993,NA,6-9,81
webbsp01,1986,87,5-6,66
weberbr01,2016,NA,6-2,74
webstje01,1995,40,6-8,80
webstma01,1976,3,7-1,85
webstma02,2006,6,6-7,79
wedmasc01,1975,6,6-7,79
weemsso01,2009,39,6-6,78
weidnbr01,1984,90,6-9,81
wellsbo01,1999,11,6-5,77
wellsbu01,1998,35,6-5,77
wellsja01,2025,39,6-7,79
welpch01,1988,16,7-0,84
welscji01,2003,16,6-7,79
welshth01,2019,58,7-0,84
wembavi01,2024,1,7-4,88
wennibi01,1986,16,7-0,84
wenstma01,1994,NA,7-1,85
werdaro01,1993,46,6-11,83
weslebl01,2023,25,6-4,76
wesleda01,1994,NA,6-0,72
westbru01,2009,4,6-4,76
westda01,2004,18,6-9,81
westde01,2005,24,6-3,75
westdo01,1990,38,6-6,78
westma01,1984,30,6-10,82
westma02,2008,NA,6-5,77
westppa01,1973,10,6-4,76
whalero01,2006,51,6-10,82
whatlen01,1984,13,6-3,75
wheatde01,1998,52,6-0,72
wheelcl01,1982,150,6-1,73
wheelph02,2025,NA,6-8,80
wheelty01,1999,47,5-10,70
whitean01,2018,NA,6-7,79
whiteco01,2020,7,6-4,76
whiteda01,2024,22,6-6,78
whitede01,2018,29,6-4,76
whitedj01,2009,29,6-9,81
whitedo01,1997,NA,5-10,70
whiteer01,1988,65,6-8,80
whiteha01,2011,33,7-0,84
whiteis01,2017,42,6-4,76
whiteja01,1999,43,6-9,81
whiteja02,2007,31,6-7,79
whiteja03,2023,NA,6-7,79
whiteje01,1979,41,6-10,82
whitejo01,1970,9,6-3,75
whiteok01,2017,NA,6-8,80
whitera01,1990,8,6-8,80
whitero01,1983,86,6-8,80
whitero02,2002,9,6-9,81
whitero03,2013,16,6-8,80
whiteru01,1976,47,6-2,74
whiteto01,1988,33,6-2,74
whitewi01,1985,42,6-3,75
whitfdw01,1996,40,6-9,81
whitmca01,2024,20,6-6,78
whitnch01,1994,47,6-0,72
whitnha02,1981,16,6-5,77
whittgr01,2021,NA,6-8,80
whittsh01,2015,NA,6-11,83
wickssi01,1972,2,6-8,80
wieskjo01,2022,41,6-6,78
wiggiaa01,2022,55,6-5,77
wiggian01,2015,1,6-6,78
wiggili01,2022,NA,6-1,73
wiggimi01,1984,23,6-4,76
wilcoch01,2003,8,6-10,82
wilcocj01,2015,28,6-5,77
wileyja01,2018,NA,6-8,80
wileymi01,1981,39,6-9,81
wileymo01,1989,46,6-4,76
wilkebo01,1977,11,6-6,78
wilkeja01,1975,11,6-6,78
wilkeja02,1981,50,6-7,79
wilkida01,1983,221,6-10,82
wilkida02,2005,NA,6-6,78
wilkido01,1983,3,6-8,80
wilkied01,1985,133,6-10,82
wilkige01,1986,47,6-6,78
wilkije01,1978,37,6-11,83
wilksmi01,2003,NA,5-10,70
williaa01,1994,NA,6-9,81
willial02,1998,48,6-5,77
willial03,2016,NA,6-8,80
willial06,2023,NA,6-4,76
william01,2026,46,6-11,83
willibr01,1998,NA,6-6,78
willibr03,2022,NA,6-1,73
willibu01,1982,3,6-8,80
willicj01,2018,NA,6-5,77
willico01,1993,33,6-2,74
willico02,1996,13,6-7,79
willico04,2025,10,6-8,80
willide01,2006,3,6-3,75
willide02,2012,2,6-8,80
willido02,2023,NA,6-6,78
willidu01,1979,96,6-2,74
williel01,2011,22,6-5,77
willier01,1996,14,6-8,80
willifr01,1979,8,6-4,76
willifr02,2003,25,6-3,75
willigr01,2020,22,6-7,79
willigu01,1976,20,6-2,74
willigu02,1984,34,6-9,81
willihe01,1982,14,6-11,83
williho01,1986,45,6-11,83
willija01,1991,21,6-9,81
willija02,1999,7,6-1,73
willija03,2003,2,6-2,74
willija04,2009,NA,6-9,81
willija06,2023,12,6-5,77
willija07,2023,34,6-9,81
willije01,1997,26,6-9,81
willije02,2023,NA,6-5,77
willijo01,1974,96,6-2,74
willijo02,1987,12,6-8,80
willijo03,2012,36,6-10,82
willijo04,2019,NA,6-9,81
williju01,2007,NA,6-10,82
willike01,1984,46,6-2,74
willike02,1985,11,7-0,84
willike03,1991,46,6-9,81
willike04,2019,NA,6-7,79
willilo01,1993,NA,6-9,81
willilo02,2006,45,6-2,74
willima01,2004,47,6-1,73
willima02,2006,2,6-8,80
willima03,2007,22,6-3,75
willima04,2008,33,6-7,79
willima05,2018,NA,6-5,77
willima07,2023,15,7-1,85
willima11,2024,NA,6-11,83
willimi02,1989,48,6-2,74
willimi03,1987,51,6-8,80
willimo01,1995,24,6-8,80
willini01,2018,55,6-2,74
willipa01,2021,4,6-6,78
willipe01,1986,89,6-7,79
willira01,1978,10,6-3,75
willire01,1988,4,6-7,79
willire02,2010,NA,6-6,78
williri01,1979,190,6-1,73
williro02,1983,19,6-2,74
williro04,2019,27,6-9,81
willisa02,1982,33,6-8,80
willisc01,1991,NA,6-10,82
willise01,2008,17,6-10,82
willish01,1999,34,6-1,73
willish02,2007,5,6-9,81
willish03,2007,17,6-9,81
willisl01,1980,21,6-7,79
willite01,2010,11,6-6,78
willitr01,1998,NA,6-6,78
willitr02,2017,NA,6-7,79
willivi01,2023,47,6-4,76
williwa02,1993,7,6-8,80
willizi01,2020,1,6-6,78
willizi02,2022,10,6-9,81
willobi01,1976,19,6-8,80
willode01,2000,NA,6-3,75
wilsobu01,1979,101,6-3,75
wilsodj01,2018,17,6-10,82
wilsoja02,2018,NA,6-7,79
wilsoja03,2024,51,6-6,78
wilsomi01,1983,47,6-4,76
wilsoni01,1988,30,6-8,80
wilsoot01,1985,35,6-0,72
wilsori01,1979,25,6-5,77
wilsori02,1987,52,6-3,75
wilsotr01,1991,36,6-7,79
wiltjky01,2017,NA,6-10,82
winchke01,1991,NA,6-5,77
windldy01,2020,26,6-7,79
wingada01,1987,44,6-5,77
wingfdo01,1995,37,6-8,80
winslju01,2016,10,6-6,78
winslri01,1988,28,6-8,80
winstca01,2021,53,6-1,73
wintebr01,1975,12,6-4,76
wintetr01,1999,NA,7-0,84
wintevo01,1986,44,6-8,80
wisemja01,2021,2,6-11,83
witheje01,2014,39,7-0,84
wittmra01,1984,22,6-6,78
wittsga01,1982,103,6-7,79
wolfda01,2026,27,6-11,83
wolfjo01,1988,13,6-11,83
wolkoru01,2001,NA,6-10,82
woltena01,2014,38,6-4,76
wongis01,2024,55,6-3,75
woodal01,1982,4,6-6,78
woodaro01,2021,40,6-6,78
woodch01,2016,NA,6-8,80
woodda01,1989,NA,6-9,81
woodho01,1982,27,6-7,79
woodle01,1985,10,6-3,75
woodslo01,2002,46,7-1,85
woodsmi01,1981,12,6-5,77
woodsqy01,2003,21,6-8,80
woodsra01,1993,16,5-10,70
woolror01,1982,6,6-9,81
workmha01,1990,49,6-2,74
worthja01,1983,1,6-9,81
worthsa01,1981,26,6-5,77
wrighan01,2006,15,6-7,79
wrighbr01,1986,49,6-11,83
wrighbr02,2006,47,6-3,75
wrighbr03,2008,8,6-10,82
wrighch01,2012,NA,6-8,80
wrighch02,2013,NA,6-1,73
wrighde01,2016,20,6-4,76
wrighdo01,2005,19,6-9,81
wrighho02,1991,NA,6-8,80
wrighju01,2008,13,6-8,80
wrighju02,2020,53,6-0,72
wrighla01,1977,14,6-1,73
wrighlo02,1997,7,6-11,83
wrighlu01,1994,18,7-2,86
wrighmc01,2022,NA,5-11,71
wrighmo01,2022,NA,6-8,80
wrighsh01,1995,6,6-11,83
wroteto01,2013,25,6-6,78
wyndeaj01,1991,NA,6-2,74
yabusgu01,2017,16,6-7,79
yangha01,2026,16,7-1,85
yarbrvi01,2003,33,6-7,79
yonakri01,1981,61,6-9,81
yorkga01,2022,NA,6-3,75
youngch01,2026,NA,6-4,76
youngda01,1985,39,6-3,75
youngja01,2015,17,6-6,78
youngja05,2025,NA,6-0,72
youngjo01,2016,43,6-2,74
youngko01,1999,40,6-7,79
youngmi01,1985,24,6-7,79
youngni01,2008,16,6-7,79
youngpe01,1986,61,6-5,77
youngsa01,2010,36,6-6,78
youngth01,2008,12,6-8,80
youngti01,2000,56,7-2,86
youngtr01,2019,5,6-2,74
yuesu01,2008,40,6-9,81
yurtsom01,2022,NA,6-11,83
zelleco01,2014,4,6-11,83
zellelu01,2013,NA,6-11,83
zellety01,2013,17,7-0,84
zenoto01,1980,32,6-8,80
zevenph01,1988,50,6-10,82
zhizhwa01,2000,36,7-0,84
zidekge01,1996,22,7-0,84
zimmede01,2004,40,6-3,75
zimmest01,2017,41,7-0,84
zipsepa01,2017,48,6-8,80
zizican01,2017,23,6-10,82
zoetji01,1983,NA,7-1,85
zubaciv01,2017,32,7-0,84
